InventoryID,Item,Store,Brand,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,PayAmount
ITEM_0040_8,ITEM_0040,8,10,5,VENDOR_005,1823,2024-11-26,2024-12-04,2024-11-28,2024-12-07,62.0,84,5232.0
ITEM_0040_10,ITEM_0040,10,10,2,VENDOR_002,3376,2024-11-26,2024-12-01,2024-11-27,2024-12-10,62.0,72,4485.0
ITEM_0043_4,ITEM_0043,4,9,9,VENDOR_009,4705,2024-11-29,2024-12-01,2024-11-30,2024-12-15,21.0,28,592.0
ITEM_0043_10,ITEM_0043,10,9,2,VENDOR_002,2308,2024-11-26,2024-11-30,2024-11-28,2024-12-06,21.0,86,1819.0
ITEM_0044_1,ITEM_0044,1,1,6,VENDOR_006,7004,2024-11-26,2024-12-02,2024-11-27,2024-12-10,82.0,20,1649.0
ITEM_0047_3,ITEM_0047,3,10,2,VENDOR_002,1953,2024-11-29,2024-12-02,2024-11-30,2024-12-11,19.0,44,844.0
ITEM_0047_8,ITEM_0047,8,10,5,VENDOR_005,5399,2024-12-05,2024-12-10,2024-12-08,2024-12-23,19.0,77,1478.0
ITEM_0049_9,ITEM_0049,9,9,9,VENDOR_009,1504,2024-11-28,2024-12-03,2024-12-01,2024-12-12,73.0,47,3411.0
ITEM_0050_10,ITEM_0050,10,3,4,VENDOR_004,2975,2024-11-26,2024-12-03,2024-11-27,2024-12-07,48.0,102,4923.0
ITEM_0002_8,ITEM_0002,8,4,5,VENDOR_005,7921,2024-11-27,2024-12-06,2024-11-30,2024-12-15,89.0,67,5988.0
ITEM_0003_2,ITEM_0003,2,6,8,VENDOR_008,8920,2024-11-27,2024-12-08,2024-11-28,2024-12-16,84.0,28,2351.0
ITEM_0003_6,ITEM_0003,6,6,3,VENDOR_003,1464,2024-11-29,2024-12-01,2024-12-02,2024-12-09,84.0,11,924.0
ITEM_0004_2,ITEM_0004,2,6,3,VENDOR_003,3898,2024-11-27,2024-11-29,2024-11-29,2024-12-07,46.0,18,833.0
ITEM_0005_5,ITEM_0005,5,5,10,VENDOR_010,8050,2024-11-27,2024-12-01,2024-11-28,2024-12-12,75.0,87,6515.0
ITEM_0006_9,ITEM_0006,9,7,10,VENDOR_010,4443,2024-12-02,2024-12-04,2024-12-05,2024-12-20,68.0,53,3627.0
ITEM_0007_5,ITEM_0007,5,7,10,VENDOR_010,2926,2024-11-30,2024-12-07,2024-12-04,2024-12-18,60.0,54,3233.0
ITEM_0007_10,ITEM_0007,10,7,7,VENDOR_007,6201,2024-12-03,2024-12-05,2024-12-04,2024-12-19,60.0,36,2155.0
ITEM_0011_1,ITEM_0011,1,1,6,VENDOR_006,6547,2024-11-28,2024-12-02,2024-11-30,2024-12-09,30.0,17,507.0
ITEM_0012_2,ITEM_0012,2,10,3,VENDOR_003,8518,2024-11-27,2024-11-29,2024-11-30,2024-12-13,83.0,44,3645.0
ITEM_0012_8,ITEM_0012,8,10,5,VENDOR_005,6059,2024-11-27,2024-12-01,2024-11-28,2024-12-16,83.0,103,8532.0
ITEM_0014_2,ITEM_0014,2,6,8,VENDOR_008,5446,2024-11-27,2024-12-04,2024-11-28,2024-12-07,25.0,23,578.0
ITEM_0016_4,ITEM_0016,4,2,9,VENDOR_009,4420,2024-11-27,2024-11-28,2024-11-28,2024-12-11,35.0,21,736.0
ITEM_0016_9,ITEM_0016,9,2,9,VENDOR_009,2517,2024-11-27,2024-11-30,2024-11-28,2024-12-10,35.0,43,1507.0
ITEM_0017_9,ITEM_0017,9,4,9,VENDOR_009,4224,2024-11-27,2024-11-29,2024-11-28,2024-12-16,83.0,19,1575.0
ITEM_0019_6,ITEM_0019,6,3,10,VENDOR_010,2750,2024-11-30,2024-12-05,2024-12-01,2024-12-16,75.0,55,4098.0
ITEM_0019_10,ITEM_0019,10,3,4,VENDOR_004,9878,2024-12-07,2024-12-13,2024-12-11,2024-12-22,75.0,77,5737.0
ITEM_0020_3,ITEM_0020,3,7,7,VENDOR_007,5592,2024-11-27,2024-11-29,2024-11-29,2024-12-15,82.0,26,2126.0
ITEM_0020_5,ITEM_0020,5,7,10,VENDOR_010,9321,2024-12-02,2024-12-08,2024-12-06,2024-12-16,82.0,80,6541.0
ITEM_0020_9,ITEM_0020,9,7,10,VENDOR_010,7263,2024-11-27,2024-11-30,2024-11-29,2024-12-12,82.0,53,4333.0
ITEM_0021_4,ITEM_0021,4,2,9,VENDOR_009,4120,2024-11-27,2024-11-29,2024-11-30,2024-12-09,85.0,23,1951.0
ITEM_0024_1,ITEM_0024,1,3,10,VENDOR_010,2631,2024-11-27,2024-11-30,2024-11-30,2024-12-09,48.0,78,3718.0
ITEM_0024_5,ITEM_0024,5,3,10,VENDOR_010,5395,2024-11-30,2024-12-10,2024-12-02,2024-12-18,48.0,78,3718.0
ITEM_0025_1,ITEM_0025,1,1,6,VENDOR_006,6196,2024-11-27,2024-12-07,2024-11-28,2024-12-07,41.0,21,858.0
ITEM_0025_3,ITEM_0025,3,1,2,VENDOR_002,3771,2024-11-27,2024-12-01,2024-11-28,2024-12-10,41.0,28,1144.0
ITEM_0025_4,ITEM_0025,4,1,4,VENDOR_004,8243,2024-12-01,2024-12-04,2024-12-05,2024-12-18,41.0,28,1144.0
ITEM_0026_3,ITEM_0026,3,6,6,VENDOR_006,1059,2024-11-30,2024-12-05,2024-12-01,2024-12-10,19.0,74,1427.0
ITEM_0027_9,ITEM_0027,9,8,9,VENDOR_009,9847,2024-11-27,2024-11-30,2024-11-28,2024-12-16,91.0,24,2176.0
ITEM_0029_3,ITEM_0029,3,7,7,VENDOR_007,9386,2024-11-27,2024-11-28,2024-11-30,2024-12-13,65.0,27,1760.0
ITEM_0029_9,ITEM_0029,9,7,10,VENDOR_010,3970,2024-12-04,2024-12-07,2024-12-08,2024-12-15,65.0,54,3520.0
ITEM_0031_4,ITEM_0031,4,9,9,VENDOR_009,1792,2024-11-28,2024-11-29,2024-11-30,2024-12-09,96.0,26,2495.0
ITEM_0033_10,ITEM_0033,10,6,7,VENDOR_007,5289,2024-12-03,2024-12-07,2024-12-07,2024-12-15,30.0,21,628.0
ITEM_0034_7,ITEM_0034,7,10,5,VENDOR_005,1647,2024-11-27,2024-11-30,2024-12-01,2024-12-13,74.0,25,1861.0
ITEM_0036_9,ITEM_0036,9,5,10,VENDOR_010,3770,2024-12-01,2024-12-03,2024-12-05,2024-12-19,50.0,18,907.0
ITEM_0037_4,ITEM_0037,4,1,4,VENDOR_004,3831,2024-12-02,2024-12-05,2024-12-04,2024-12-18,35.0,21,729.0
ITEM_0039_4,ITEM_0039,4,4,9,VENDOR_009,8830,2024-11-29,2024-12-01,2024-12-02,2024-12-12,27.0,17,461.0
ITEM_0042_3,ITEM_0042,3,10,2,VENDOR_002,5063,2024-12-01,2024-12-05,2024-12-04,2024-12-13,19.0,29,548.0
ITEM_0044_6,ITEM_0044,6,1,1,VENDOR_001,8489,2024-11-27,2024-12-02,2024-12-01,2024-12-12,82.0,34,2803.0
ITEM_0045_4,ITEM_0045,4,6,3,VENDOR_003,7289,2024-11-29,2024-11-30,2024-12-02,2024-12-15,20.0,19,377.0
ITEM_0045_5,ITEM_0045,5,6,8,VENDOR_008,5759,2024-11-27,2024-11-29,2024-11-29,2024-12-16,20.0,58,1150.0
ITEM_0046_3,ITEM_0046,3,7,1,VENDOR_001,5593,2024-11-29,2024-11-30,2024-12-01,2024-12-15,43.0,17,730.0
ITEM_0049_4,ITEM_0049,4,9,2,VENDOR_002,5264,2024-11-27,2024-11-28,2024-12-01,2024-12-07,73.0,23,1669.0
ITEM_0001_1,ITEM_0001,1,1,6,VENDOR_006,3745,2024-11-28,2024-12-04,2024-11-30,2024-12-08,34.0,18,620.0
ITEM_0001_3,ITEM_0001,3,1,6,VENDOR_006,1768,2024-11-28,2024-11-29,2024-11-29,2024-12-09,34.0,30,1033.0
ITEM_0002_3,ITEM_0002,3,4,7,VENDOR_007,4847,2024-11-28,2024-11-29,2024-12-01,2024-12-14,89.0,19,1698.0
ITEM_0006_3,ITEM_0006,3,7,7,VENDOR_007,6855,2024-12-01,2024-12-03,2024-12-03,2024-12-17,68.0,26,1779.0
ITEM_0006_10,ITEM_0006,10,7,7,VENDOR_007,4182,2024-11-28,2024-12-02,2024-11-30,2024-12-11,68.0,53,3627.0
ITEM_0008_4,ITEM_0008,4,8,9,VENDOR_009,4350,2024-11-28,2024-11-30,2024-11-29,2024-12-17,80.0,18,1448.0
ITEM_0009_1,ITEM_0009,1,7,10,VENDOR_010,5038,2024-12-05,2024-12-09,2024-12-08,2024-12-21,61.0,37,2244.0
ITEM_0011_6,ITEM_0011,6,1,1,VENDOR_001,3950,2024-12-03,2024-12-08,2024-12-05,2024-12-20,30.0,28,835.0
ITEM_0012_3,ITEM_0012,3,10,2,VENDOR_002,1159,2024-11-28,2024-12-01,2024-12-01,2024-12-10,83.0,58,4805.0
ITEM_0014_8,ITEM_0014,8,6,8,VENDOR_008,7888,2024-12-09,2024-12-10,2024-12-13,2024-12-23,25.0,32,804.0
ITEM_0018_4,ITEM_0018,4,6,3,VENDOR_003,7141,2024-11-30,2024-12-02,2024-12-03,2024-12-13,29.0,10,295.0
ITEM_0020_10,ITEM_0020,10,7,7,VENDOR_007,5265,2024-11-28,2024-12-01,2024-11-30,2024-12-09,82.0,53,4333.0
ITEM_0021_1,ITEM_0021,1,2,10,VENDOR_010,4156,2024-12-03,2024-12-07,2024-12-06,2024-12-17,85.0,69,5854.0
ITEM_0022_3,ITEM_0022,3,7,7,VENDOR_007,2275,2024-11-28,2024-11-29,2024-12-01,2024-12-08,34.0,16,546.0
ITEM_0022_9,ITEM_0022,9,7,10,VENDOR_010,5409,2024-12-01,2024-12-05,2024-12-03,2024-12-12,34.0,33,1126.0
ITEM_0022_10,ITEM_0022,10,7,7,VENDOR_007,1133,2024-11-28,2024-12-02,2024-12-02,2024-12-10,34.0,33,1126.0
ITEM_0025_5,ITEM_0025,5,1,2,VENDOR_002,6061,2024-11-28,2024-12-03,2024-11-30,2024-12-16,41.0,42,1716.0
ITEM_0026_6,ITEM_0026,6,6,3,VENDOR_003,4172,2024-11-29,2024-12-01,2024-12-03,2024-12-13,19.0,29,559.0
ITEM_0028_1,ITEM_0028,1,3,10,VENDOR_010,2638,2024-11-28,2024-12-01,2024-11-30,2024-12-12,11.0,50,575.0
ITEM_0028_3,ITEM_0028,3,3,6,VENDOR_006,8676,2024-11-28,2024-11-29,2024-12-01,2024-12-13,11.0,42,483.0
ITEM_0028_7,ITEM_0028,7,3,5,VENDOR_005,7278,2024-12-03,2024-12-05,2024-12-05,2024-12-18,11.0,25,287.0
ITEM_0030_3,ITEM_0030,3,9,2,VENDOR_002,9470,2024-11-28,2024-12-02,2024-11-29,2024-12-12,37.0,49,1820.0
ITEM_0030_4,ITEM_0030,4,9,9,VENDOR_009,4920,2024-11-29,2024-11-30,2024-12-02,2024-12-16,37.0,24,891.0
ITEM_0030_9,ITEM_0030,9,9,9,VENDOR_009,9283,2024-12-04,2024-12-07,2024-12-07,2024-12-22,37.0,49,1820.0
ITEM_0033_1,ITEM_0033,1,6,8,VENDOR_008,7274,2024-11-28,2024-11-29,2024-11-29,2024-12-08,30.0,38,1137.0
ITEM_0033_4,ITEM_0033,4,6,3,VENDOR_003,6195,2024-11-30,2024-12-01,2024-12-01,2024-12-15,30.0,10,299.0
ITEM_0034_2,ITEM_0034,2,10,3,VENDOR_003,3317,2024-11-28,2024-11-30,2024-11-30,2024-12-13,74.0,25,1861.0
ITEM_0035_9,ITEM_0035,9,9,9,VENDOR_009,1713,2024-12-01,2024-12-04,2024-12-04,2024-12-15,32.0,26,842.0
ITEM_0037_1,ITEM_0037,1,1,6,VENDOR_006,7894,2024-11-28,2024-11-29,2024-12-02,2024-12-13,35.0,16,555.0
ITEM_0039_3,ITEM_0039,3,4,7,VENDOR_007,3871,2024-11-30,2024-12-01,2024-12-03,2024-12-15,27.0,17,461.0
ITEM_0039_6,ITEM_0039,6,4,5,VENDOR_005,9706,2024-11-28,2024-12-03,2024-11-29,2024-12-15,27.0,43,1165.0
ITEM_0039_7,ITEM_0039,7,4,5,VENDOR_005,4734,2024-11-28,2024-11-29,2024-12-01,2024-12-16,27.0,26,705.0
ITEM_0040_4,ITEM_0040,4,10,3,VENDOR_003,4207,2024-11-28,2024-11-30,2024-11-30,2024-12-15,62.0,24,1495.0
ITEM_0041_5,ITEM_0041,5,9,2,VENDOR_002,6597,2024-12-03,2024-12-09,2024-12-06,2024-12-13,54.0,39,2124.0
ITEM_0043_9,ITEM_0043,9,9,9,VENDOR_009,6935,2024-12-02,2024-12-05,2024-12-03,2024-12-15,21.0,57,1206.0
ITEM_0044_10,ITEM_0044,10,1,4,VENDOR_004,5365,2024-12-10,2024-12-16,2024-12-13,2024-12-27,82.0,47,3875.0
ITEM_0045_3,ITEM_0045,3,6,6,VENDOR_006,9358,2024-12-09,2024-12-19,2024-12-11,2024-12-26,20.0,48,952.0
ITEM_0047_6,ITEM_0047,6,10,1,VENDOR_001,9795,2024-11-28,2024-12-02,2024-11-30,2024-12-10,19.0,55,1055.0
ITEM_0049_3,ITEM_0049,3,9,2,VENDOR_002,1877,2024-11-28,2024-12-02,2024-11-29,2024-12-09,73.0,47,3411.0
ITEM_0050_4,ITEM_0050,4,3,4,VENDOR_004,3980,2024-12-02,2024-12-05,2024-12-04,2024-12-17,48.0,58,2799.0
ITEM_0050_7,ITEM_0050,7,3,5,VENDOR_005,8478,2024-11-28,2024-11-30,2024-11-30,2024-12-17,48.0,43,2075.0
ITEM_0002_7,ITEM_0002,7,4,5,VENDOR_005,2313,2024-11-29,2024-12-02,2024-12-01,2024-12-14,89.0,28,2502.0
ITEM_0002_10,ITEM_0002,10,4,7,VENDOR_007,8521,2024-11-29,2024-12-02,2024-11-30,2024-12-12,89.0,38,3396.0
ITEM_0004_3,ITEM_0004,3,6,6,VENDOR_006,6810,2024-12-11,2024-12-21,2024-12-12,2024-12-24,46.0,31,1434.0
ITEM_0004_6,ITEM_0004,6,6,3,VENDOR_003,6424,2024-11-30,2024-12-01,2024-12-02,2024-12-19,46.0,12,555.0
ITEM_0007_3,ITEM_0007,3,7,1,VENDOR_001,4818,2024-11-29,2024-11-30,2024-12-03,2024-12-15,60.0,18,1078.0
ITEM_0009_5,ITEM_0009,5,7,10,VENDOR_010,4341,2024-11-29,2024-12-03,2024-12-01,2024-12-17,61.0,37,2244.0
ITEM_0010_6,ITEM_0010,6,7,1,VENDOR_001,7974,2024-12-05,2024-12-09,2024-12-09,2024-12-22,57.0,64,3660.0
ITEM_0012_4,ITEM_0012,4,10,3,VENDOR_003,3639,2024-11-29,2024-12-01,2024-12-03,2024-12-14,83.0,29,2402.0
ITEM_0012_7,ITEM_0012,7,10,5,VENDOR_005,1004,2024-12-02,2024-12-04,2024-12-04,2024-12-16,83.0,44,3645.0
ITEM_0013_1,ITEM_0013,1,5,10,VENDOR_010,1373,2024-11-29,2024-12-05,2024-12-02,2024-12-12,76.0,72,5505.0
ITEM_0013_3,ITEM_0013,3,5,6,VENDOR_006,5176,2024-11-29,2024-12-05,2024-12-03,2024-12-14,76.0,60,4588.0
ITEM_0014_4,ITEM_0014,4,6,3,VENDOR_003,9960,2024-11-30,2024-12-01,2024-12-01,2024-12-12,25.0,9,226.0
ITEM_0014_10,ITEM_0014,10,6,7,VENDOR_007,1748,2024-11-29,2024-12-03,2024-12-01,2024-12-10,25.0,18,452.0
ITEM_0015_9,ITEM_0015,9,3,10,VENDOR_010,1972,2024-11-29,2024-12-02,2024-12-03,2024-12-14,96.0,54,5192.0
ITEM_0016_4,ITEM_0016,4,2,9,VENDOR_009,5691,2024-11-30,2024-12-01,2024-12-04,2024-12-11,35.0,21,736.0
ITEM_0017_1,ITEM_0017,1,4,8,VENDOR_008,2389,2024-11-29,2024-12-01,2024-12-03,2024-12-10,83.0,34,2818.0
ITEM_0017_7,ITEM_0017,7,4,5,VENDOR_005,3218,2024-11-29,2024-12-02,2024-12-03,2024-12-09,83.0,14,1160.0
ITEM_0019_3,ITEM_0019,3,3,6,VENDOR_006,3455,2024-12-02,2024-12-09,2024-12-04,2024-12-15,75.0,55,4098.0
ITEM_0022_5,ITEM_0022,5,7,10,VENDOR_010,5161,2024-11-29,2024-12-04,2024-12-01,2024-12-14,34.0,50,1705.0
ITEM_0023_1,ITEM_0023,1,1,6,VENDOR_006,1240,2024-11-29,2024-12-06,2024-11-30,2024-12-09,12.0,19,227.0
ITEM_0023_10,ITEM_0023,10,1,2,VENDOR_002,9007,2024-11-29,2024-12-04,2024-12-02,2024-12-11,12.0,39,467.0
ITEM_0024_4,ITEM_0024,4,3,4,VENDOR_004,8464,2024-11-29,2024-12-02,2024-12-02,2024-12-13,48.0,52,2478.0
ITEM_0028_5,ITEM_0028,5,3,10,VENDOR_010,4639,2024-11-29,2024-12-04,2024-12-03,2024-12-10,11.0,50,575.0
ITEM_0028_6,ITEM_0028,6,3,5,VENDOR_005,5107,2024-11-29,2024-12-03,2024-12-02,2024-12-14,11.0,42,483.0
ITEM_0029_3,ITEM_0029,3,7,1,VENDOR_001,1793,2024-11-29,2024-11-30,2024-11-30,2024-12-09,65.0,27,1760.0
ITEM_0032_1,ITEM_0032,1,1,6,VENDOR_006,5475,2024-11-29,2024-11-30,2024-12-01,2024-12-11,21.0,39,830.0
ITEM_0033_3,ITEM_0033,3,6,6,VENDOR_006,5144,2024-11-29,2024-12-11,2024-12-01,2024-12-14,30.0,27,808.0
ITEM_0035_3,ITEM_0035,3,9,2,VENDOR_002,1375,2024-11-29,2024-12-03,2024-12-03,2024-12-12,32.0,26,842.0
ITEM_0036_1,ITEM_0036,1,5,10,VENDOR_010,7264,2024-11-29,2024-12-06,2024-12-01,2024-12-17,50.0,27,1361.0
ITEM_0037_3,ITEM_0037,3,1,2,VENDOR_002,3712,2024-12-03,2024-12-06,2024-12-06,2024-12-20,35.0,21,729.0
ITEM_0037_10,ITEM_0037,10,1,4,VENDOR_004,9189,2024-12-09,2024-12-16,2024-12-10,2024-12-26,35.0,37,1284.0
ITEM_0039_9,ITEM_0039,9,4,9,VENDOR_009,6572,2024-11-29,2024-12-02,2024-12-01,2024-12-09,27.0,34,921.0
ITEM_0040_3,ITEM_0040,3,10,1,VENDOR_001,2395,2024-11-29,2024-11-30,2024-11-30,2024-12-12,62.0,24,1495.0
ITEM_0040_6,ITEM_0040,6,10,5,VENDOR_005,8641,2024-11-29,2024-12-03,2024-11-30,2024-12-09,62.0,60,3737.0
ITEM_0041_4,ITEM_0041,4,9,9,VENDOR_009,8404,2024-11-30,2024-12-02,2024-12-02,2024-12-16,54.0,13,708.0
ITEM_0042_7,ITEM_0042,7,10,5,VENDOR_005,5418,2024-12-02,2024-12-05,2024-12-05,2024-12-17,19.0,21,397.0
ITEM_0045_6,ITEM_0045,6,6,3,VENDOR_003,6080,2024-11-30,2024-12-01,2024-12-01,2024-12-10,20.0,19,377.0
ITEM_0046_10,ITEM_0046,10,7,7,VENDOR_007,2410,2024-11-29,2024-12-02,2024-12-01,2024-12-18,43.0,35,1502.0
ITEM_0047_10,ITEM_0047,10,10,5,VENDOR_005,6859,2024-11-29,2024-12-01,2024-12-01,2024-12-17,19.0,22,422.0
ITEM_0048_1,ITEM_0048,1,5,10,VENDOR_010,9070,2024-12-03,2024-12-09,2024-12-05,2024-12-13,31.0,62,1923.0
ITEM_0050_5,ITEM_0050,5,3,10,VENDOR_010,8062,2024-11-29,2024-12-06,2024-12-01,2024-12-13,48.0,87,4199.0
ITEM_0002_3,ITEM_0002,3,4,7,VENDOR_007,9853,2024-12-01,2024-12-03,2024-12-02,2024-12-19,89.0,19,1698.0
ITEM_0002_4,ITEM_0002,4,4,9,VENDOR_009,9014,2024-11-30,2024-12-01,2024-12-01,2024-12-11,89.0,19,1698.0
ITEM_0002_9,ITEM_0002,9,4,9,VENDOR_009,4113,2024-12-02,2024-12-06,2024-12-06,2024-12-20,89.0,38,3396.0
ITEM_0004_2,ITEM_0004,2,6,8,VENDOR_008,6319,2024-11-30,2024-12-01,2024-12-01,2024-12-12,46.0,31,1434.0
ITEM_0005_6,ITEM_0005,6,5,10,VENDOR_010,6788,2024-12-05,2024-12-10,2024-12-09,2024-12-21,75.0,73,5467.0
ITEM_0005_9,ITEM_0005,9,5,10,VENDOR_010,4387,2024-12-03,2024-12-06,2024-12-07,2024-12-13,75.0,58,4343.0
ITEM_0006_5,ITEM_0006,5,7,10,VENDOR_010,7722,2024-11-30,2024-12-05,2024-12-03,2024-12-14,68.0,79,5406.0
ITEM_0011_3,ITEM_0011,3,1,6,VENDOR_006,9261,2024-11-30,2024-12-07,2024-12-04,2024-12-10,30.0,28,835.0
ITEM_0011_4,ITEM_0011,4,1,4,VENDOR_004,3200,2024-11-30,2024-12-03,2024-12-03,2024-12-16,30.0,22,656.0
ITEM_0012_2,ITEM_0012,2,10,3,VENDOR_003,8754,2024-11-30,2024-12-02,2024-12-03,2024-12-12,83.0,44,3645.0
ITEM_0017_5,ITEM_0017,5,4,8,VENDOR_008,4917,2024-12-13,2024-12-18,2024-12-16,2024-12-31,83.0,29,2403.0
ITEM_0017_8,ITEM_0017,8,4,8,VENDOR_008,5050,2024-11-30,2024-12-10,2024-12-03,2024-12-13,83.0,34,2818.0
ITEM_0021_4,ITEM_0021,4,2,9,VENDOR_009,7822,2024-12-02,2024-12-04,2024-12-05,2024-12-17,85.0,23,1951.0
ITEM_0021_9,ITEM_0021,9,2,10,VENDOR_010,3683,2024-12-02,2024-12-07,2024-12-05,2024-12-21,85.0,46,3903.0
ITEM_0022_3,ITEM_0022,3,7,7,VENDOR_007,6866,2024-11-30,2024-12-01,2024-12-03,2024-12-14,34.0,16,546.0
ITEM_0023_3,ITEM_0023,3,1,6,VENDOR_006,3522,2024-12-07,2024-12-08,2024-12-10,2024-12-26,12.0,33,395.0
ITEM_0024_9,ITEM_0024,9,3,10,VENDOR_010,7916,2024-11-30,2024-12-04,2024-12-04,2024-12-17,48.0,52,2478.0
ITEM_0026_4,ITEM_0026,4,6,3,VENDOR_003,9451,2024-11-30,2024-12-01,2024-12-01,2024-12-11,19.0,29,559.0
ITEM_0026_10,ITEM_0026,10,6,7,VENDOR_007,3633,2024-11-30,2024-12-03,2024-12-02,2024-12-10,19.0,59,1138.0
ITEM_0028_8,ITEM_0028,8,3,5,VENDOR_005,9693,2024-11-30,2024-12-09,2024-12-02,2024-12-13,11.0,59,678.0
ITEM_0030_10,ITEM_0030,10,9,7,VENDOR_007,8104,2024-11-30,2024-12-04,2024-12-02,2024-12-15,37.0,49,1820.0
ITEM_0031_3,ITEM_0031,3,9,2,VENDOR_002,6377,2024-11-30,2024-12-03,2024-12-04,2024-12-19,96.0,53,5086.0
ITEM_0031_4,ITEM_0031,4,9,9,VENDOR_009,9579,2024-12-01,2024-12-03,2024-12-03,2024-12-14,96.0,26,2495.0
ITEM_0031_9,ITEM_0031,9,9,9,VENDOR_009,3967,2024-12-03,2024-12-07,2024-12-04,2024-12-16,96.0,53,5086.0
ITEM_0033_6,ITEM_0033,6,6,3,VENDOR_003,7017,2024-11-30,2024-12-02,2024-12-01,2024-12-10,30.0,10,299.0
ITEM_0034_4,ITEM_0034,4,10,2,VENDOR_002,8651,2024-11-30,2024-12-01,2024-12-01,2024-12-18,74.0,17,1265.0
ITEM_0037_6,ITEM_0037,6,1,1,VENDOR_001,8835,2024-12-05,2024-12-09,2024-12-07,2024-12-15,35.0,26,902.0
ITEM_0038_1,ITEM_0038,1,5,10,VENDOR_010,8001,2024-11-30,2024-12-04,2024-12-04,2024-12-10,38.0,30,1126.0
ITEM_0039_2,ITEM_0039,2,4,8,VENDOR_008,4570,2024-12-11,2024-12-19,2024-12-14,2024-12-22,27.0,43,1165.0
ITEM_0041_3,ITEM_0041,3,9,2,VENDOR_002,7273,2024-12-02,2024-12-05,2024-12-04,2024-12-15,54.0,26,1416.0
ITEM_0041_9,ITEM_0041,9,9,9,VENDOR_009,4014,2024-12-07,2024-12-09,2024-12-08,2024-12-20,54.0,26,1416.0
ITEM_0043_3,ITEM_0043,3,9,7,VENDOR_007,3323,2024-11-30,2024-12-01,2024-12-01,2024-12-11,21.0,28,592.0
ITEM_0044_4,ITEM_0044,4,1,4,VENDOR_004,1771,2024-12-02,2024-12-05,2024-12-03,2024-12-13,82.0,27,2226.0
ITEM_0047_4,ITEM_0047,4,10,3,VENDOR_003,6306,2024-11-30,2024-12-02,2024-12-01,2024-12-17,19.0,22,422.0
ITEM_0047_5,ITEM_0047,5,10,3,VENDOR_003,7306,2024-12-05,2024-12-09,2024-12-08,2024-12-21,19.0,55,1055.0
ITEM_0048_9,ITEM_0048,9,5,10,VENDOR_010,8151,2024-11-30,2024-12-03,2024-12-02,2024-12-17,31.0,41,1272.0
ITEM_0050_9,ITEM_0050,9,3,10,VENDOR_010,4780,2024-11-30,2024-12-03,2024-12-04,2024-12-12,48.0,58,2799.0
ITEM_0002_5,ITEM_0002,5,4,8,VENDOR_008,2076,2024-12-01,2024-12-08,2024-12-03,2024-12-14,89.0,57,5094.0
ITEM_0003_3,ITEM_0003,3,6,6,VENDOR_006,4206,2024-12-01,2024-12-03,2024-12-05,2024-12-16,84.0,28,2351.0
ITEM_0004_4,ITEM_0004,4,6,3,VENDOR_003,5298,2024-12-03,2024-12-04,2024-12-07,2024-12-14,46.0,12,555.0
ITEM_0004_5,ITEM_0004,5,6,3,VENDOR_003,2229,2024-12-01,2024-12-06,2024-12-03,2024-12-17,46.0,31,1434.0
ITEM_0004_10,ITEM_0004,10,6,7,VENDOR_007,8858,2024-12-01,2024-12-05,2024-12-02,2024-12-17,46.0,24,1110.0
ITEM_0005_3,ITEM_0005,3,5,6,VENDOR_006,1995,2024-12-01,2024-12-07,2024-12-03,2024-12-12,75.0,73,5467.0
ITEM_0007_9,ITEM_0007,9,7,10,VENDOR_010,3995,2024-12-01,2024-12-03,2024-12-03,2024-12-15,60.0,36,2155.0
ITEM_0008_4,ITEM_0008,4,8,9,VENDOR_009,9699,2024-12-01,2024-12-03,2024-12-02,2024-12-11,80.0,18,1448.0
ITEM_0013_6,ITEM_0013,6,5,10,VENDOR_010,9156,2024-12-01,2024-12-06,2024-12-02,2024-12-16,76.0,60,4588.0
ITEM_0019_4,ITEM_0019,4,3,4,VENDOR_004,4083,2024-12-01,2024-12-04,2024-12-03,2024-12-14,75.0,44,3278.0
ITEM_0020_3,ITEM_0020,3,7,7,VENDOR_007,6864,2024-12-01,2024-12-02,2024-12-02,2024-12-20,82.0,26,2126.0
ITEM_0022_6,ITEM_0022,6,7,10,VENDOR_010,7165,2024-12-05,2024-12-09,2024-12-07,2024-12-19,34.0,41,1398.0
ITEM_0023_6,ITEM_0023,6,1,1,VENDOR_001,1244,2024-12-08,2024-12-13,2024-12-11,2024-12-21,12.0,33,395.0
ITEM_0024_1,ITEM_0024,1,3,10,VENDOR_010,4050,2024-12-01,2024-12-07,2024-12-04,2024-12-14,48.0,78,3718.0
ITEM_0027_9,ITEM_0027,9,8,9,VENDOR_009,5226,2024-12-06,2024-12-08,2024-12-08,2024-12-16,91.0,24,2176.0
ITEM_0028_4,ITEM_0028,4,3,4,VENDOR_004,3512,2024-12-01,2024-12-04,2024-12-05,2024-12-19,11.0,33,379.0
ITEM_0028_9,ITEM_0028,9,3,10,VENDOR_010,4898,2024-12-01,2024-12-04,2024-12-05,2024-12-11,11.0,33,379.0
ITEM_0030_4,ITEM_0030,4,9,9,VENDOR_009,2489,2024-12-01,2024-12-03,2024-12-03,2024-12-12,37.0,24,891.0
ITEM_0032_6,ITEM_0032,6,1,1,VENDOR_001,8419,2024-12-05,2024-12-09,2024-12-07,2024-12-17,21.0,65,1383.0
